,symbol,date,dividend
215491,FTHI,2018-09-14,0.08
215492,FTHI,2018-07-20,0.08
215493,FTLB,2019-02-21,0.055
215494,FTSL,2018-09-14,0.17
215495,FTSL,2019-02-21,0.1825
215496,FTSL,2018-08-21,0.17
215497,FTSM,2018-07-20,0.1175
215498,FTSM,2018-09-14,0.1175
215499,FTSM,2019-02-28,0.126
215500,FTSM,2018-08-21,0.1175
215501,FTXD,2018-09-14,0.0416
215502,FTXG,2018-09-14,0.0629
215503,FTXH,2018-09-14,0.0256
215504,FTXL,2018-09-14,0.0432
215505,FTXN,2018-09-14,0.0708
215506,FTXO,2018-09-14,0.1265
215507,FTXR,2018-09-14,0.0662
215513,FULT,2018-06-29,0.12
215526,FUND,2018-09-13,0.129
215528,FUSB,2018-09-06,0.02
215530,FV,2018-09-14,0.0235
215531,FVC,2018-09-14,0.0232
215541,GAIN,2018-08-20,0.067
215542,GAIN,2018-09-18,0.067
215543,GAINM,2018-08-20,0.1302
215544,GAINM,2018-09-18,0.1302
215545,GARS,2018-09-06,0.28
215546,GBCI,2018-07-09,0.26
215555,GBDC,2018-09-06,0.32
215556,GCBC,2018-08-14,0.1
215557,GECC,2018-08-30,0.083
215558,GECC,2018-07-30,0.083
215559,GECC,2019-02-27,0.083
215562,GFED,2018-07-06,0.12
215565,GFNCP,2018-07-27,2.3
215566,GILD,2018-09-13,0.57
215567,GLAD,2018-09-18,0.07
215568,GLAD,2018-08-20,0.07
215569,GLADN,2018-09-18,0.125
215570,GLADN,2018-08-20,0.125
215572,GLBZ,2018-07-20,0.1
215573,GLDI,2018-08-21,0.0177
215574,GLDI,2018-09-19,0.0377
215575,GLNG,2018-09-05,0.125
215576,GMLPP,2018-08-07,0.5469
215577,GNMA,2019-03-01,0.1218
215578,GNMA,2018-09-04,0.1116
215579,GNMA,2018-08-01,0.1021
215580,GNTY,2018-09-25,0.15
215585,GOGL,2018-09-05,0.1
215598,GOLD,2018-08-30,0.03
215601,GOOD,2018-09-18,0.125
215602,GOOD,2018-08-20,0.125
215603,GOODM,2018-08-20,0.1458
215604,GOODM,2018-09-18,0.1458
215605,GOODO,2018-07-19,0.1563
215606,GOODO,2018-08-20,0.1563
215607,GOODO,2018-09-18,0.1563
215608,GOODO,2018-06-19,0.1563
215609,GOODP,2018-09-18,0.1615
215610,GOODP,2018-08-20,0.1615
215611,GOODP,2018-06-19,0.1615
215612,GOODP,2018-07-19,0.1615
215613,GOV,2018-07-27,0.43
215614,GOVNI,2018-08-14,0.3672
215615,GPRE,2019-02-21,0.12
215616,GRID,2018-09-14,0.1213
215617,GRMN,2018-09-13,0.53
215618,GROW,2018-09-07,0.0025
215619,GROW,2018-08-10,0.0025
215628,GSM,2018-09-04,0.06
215632,GT,2018-07-31,0.14
215638,GULF,2018-09-25,0.1178
215639,GWRS,2018-08-15,0.0236
215640,GWRS,2018-09-13,0.0236
215641,HA,2018-08-16,0.12
215642,HAFC,2018-08-08,0.24
215651,HAYN,2018-08-29,0.22
215652,HAYN,2019-02-28,0.22
215660,HBAN,2018-09-14,0.14
215662,HBCP,2018-08-03,0.19
215671,HCAP,2019-02-27,0.08
215672,HCAPZ,2019-02-28,0.3828
215673,HCSG,2018-08-23,0.1938
215682,HEES,2018-08-20,0.275
215690,HFBL,2018-07-20,0.14
215694,HFWA,2018-08-08,0.15
215708,HIHO,2018-08-27,0.1
215716,HMTA,2019-02-27,0.04
215717,HMTA,2018-08-14,0.04
215718,HNDL,2018-09-14,0.0331
215719,HNNA,2018-08-15,0.1
215720,HOFT,2018-09-13,0.14
215721,HOMB,2018-08-14,0.12
215722,HOPE,2018-07-26,0.14
215723,HPT,2018-07-27,0.53
215731,HRZN,2018-09-17,0.1
215732,HRZN,2018-08-16,0.1
215733,HTBK,2018-08-09,0.11
215734,HTLD,2018-09-20,0.02
215739,HWBK,2018-06-14,0.1
215740,HWBK,2018-09-13,0.1
215744,HWKN,2019-02-21,0.23
215747,HWKN,2018-08-16,0.225
215750,HX,2018-08-01,0.4
215751,HYLS,2019-02-21,0.22
215752,HYND,2018-09-25,0.095
215753,HYXE,2019-03-01,0.2503
215754,HYZD,2018-09-25,0.11
215755,HYZD,2018-07-24,0.1
215756,HYZD,2018-08-21,0.105
215765,IBKCP,2018-07-16,0.8281
215766,IBKR,2019-02-28,0.1
215767,IBKR,2018-08-30,0.1
215772,IBTX,2018-08-03,0.14
215773,ICBK,2018-09-13,0.07
215774,ICFI,2018-09-06,0.14
215775,IDLB,2018-09-24,0.1278
215776,IEF,2018-09-04,0.2057
215777,IEF,2019-03-01,0.1991
215778,IEI,2018-09-04,0.2038
215779,IEI,2019-03-01,0.2181
215780,IEP,2018-08-10,1.75
215781,IFV,2018-09-14,0.0405
215798,ILPT,2018-07-27,0.33
215823,INTC,2018-08-06,0.3
215835,STX,2018-09-18,0.63
215845,COT,2018-08-21,0.06
215855,CWT,2018-08-03,0.1875
215865,DHR,2018-06-28,0.16
215868,ED,2018-08-14,0.715
215875,EME,2018-07-19,0.08
215876,FAM,2018-09-04,0.07
215877,FAM,2019-03-01,0.07
215878,FLR,2018-08-31,0.21
215879,FLR,2019-03-01,0.21
215880,FT,2019-02-27,0.032
215881,FT,2018-08-30,0.032
215882,FTAI,2018-08-16,0.33
215883,FTI,2018-08-20,0.13
215884,GPI,2019-02-28,0.26
215885,GPI,2018-08-31,0.26
215886,KNX,2019-03-01,0.06
215896,AAN,2018-09-19,0.03
215897,AAN,2018-06-18,0.03
215901,AAP,2018-06-21,0.06
215902,AAP,2018-09-20,0.06
215903,AAT,2018-09-12,0.27
215910,AB,2018-08-03,0.62
215911,AB,2019-02-22,0.64
215914,ABC,2018-08-17,0.38
215927,ABR,2019-02-28,0.27
215928,ABR,2018-08-14,0.25
215940,ABX,2018-08-30,0.03
215943,ACP,2018-08-17,0.12
215944,ACP,2018-06-20,0.12
215945,ACP,2018-09-21,0.12
215946,ACP,2018-07-20,0.12
215947,ACRE,2018-06-28,0.28
215948,AE,2018-09-06,0.22
215953,BGSF,2018-08-03,0.3
215958,BHB,2018-08-13,0.2
215963,BHV,2018-09-13,0.063
215964,BHV,2018-08-14,0.063
215965,BLE,2018-09-13,0.058
215966,BLE,2018-08-14,0.058
215967,BRG,2018-09-24,0.1625
215968,BZM,2018-09-13,0.0474
215969,BZM,2018-08-14,0.0474
215970,CCA,2018-08-14,0.04
215971,CCA,2018-09-18,0.038
215979,CEV,2018-09-13,0.0421
215983,COHN,2018-08-16,0.2
215984,CQP,2018-08-03,0.56
215988,CRF,2018-08-16,0.2301
215993,CRF,2018-09-13,0.2301
216000,CTO,2018-08-09,0.07
216010,CVR,2018-09-04,0.21
216011,CVR,2019-03-04,0.52
216017,DHY,2018-08-15,0.02
216022,DHY,2018-09-18,0.02
216052,DMF,2018-09-14,0.035
216069,EIM,2018-07-23,0.0479
216070,EIM,2018-09-20,0.0446
216071,EIM,2018-08-23,0.0479
216072,EIO,2018-08-23,0.0469
216073,EIO,2018-07-23,0.0469
216074,EIP,2018-07-23,0.0486
216075,EIP,2018-08-23,0.0486
216076,EIV,2018-09-20,0.0447
216077,EIV,2018-07-23,0.048
216078,EIV,2018-08-23,0.048
216079,EMJ,2018-08-23,0.0491
216080,EMJ,2018-07-23,0.0491
216081,ENX,2018-08-23,0.0448
216082,ENX,2018-09-20,0.0448
216083,EPM,2018-09-13,0.1
216084,ERC,2018-09-14,0.1061
216085,ERC,2018-08-14,0.1067
216086,ERH,2018-09-14,0.075
216087,ERH,2018-08-14,0.075
216091,ESP,2018-09-21,1.25
216093,EVBN,2018-09-11,0.46
216097,EVJ,2018-09-13,0.0457
216098,EVM,2018-09-20,0.0395
216099,EVM,2018-08-23,0.0395
216109,FAX,2018-08-17,0.035
216111,FAX,2018-06-20,0.035
216115,FAX,2018-07-20,0.035
216116,FAX,2018-09-21,0.035
216120,FCO,2018-09-21,0.07
216122,FCO,2018-07-20,0.07
216135,FCO,2018-06-20,0.07
216141,FCO,2018-08-17,0.07
216145,FEN,2018-07-20,0.58
216154,FTF,2018-08-30,0.0971
216155,FTF,2018-07-30,0.0977
216156,FTF,2019-02-27,0.0863
216157,GGN,2018-09-13,0.05
216158,GGN,2018-08-16,0.05
216159,GGO,2018-09-13,0.2
216160,GLO,2018-08-20,0.1007
216161,GLO,2018-09-19,0.1012
216162,GLQ,2018-09-19,0.1291
216163,GLQ,2018-08-20,0.1278
216164,GLU,2018-09-13,0.1
216165,GLU,2018-08-16,0.1
216166,GLV,2018-08-20,0.1127
216167,GLV,2018-09-19,0.1141
216168,GORO,2018-09-10,0.0017
216169,HNW,2018-08-16,0.095
216170,HNW,2018-09-17,0.095
216178,IAF,2018-09-21,0.16
216182,IHT,2018-08-07,0.01
216192,IMO,2019-03-01,0.144
216199,IMO,2018-08-31,0.1465
216223,LTS,2018-09-13,0.0125
216224,LTSL,2018-09-13,0.406
216229,MHE,2018-08-14,0.044
216247,MHE,2018-09-13,0.044
216270,MVF,2018-09-13,0.041
216280,MVF,2018-08-14,0.041
216296,MZA,2018-08-14,0.052
216306,MZA,2018-07-13,0.052
216308,MZA,2018-06-14,0.052
216314,MZA,2018-09-13,0.052
216318,NBH,2018-08-30,0.0624
216319,NBH,2018-07-30,0.0624
216320,NBH,2019-02-27,0.0624
216321,NBO,2019-02-27,0.0393
216322,NBO,2018-07-30,0.0393
216323,NBO,2018-08-30,0.0393
216324,NBW,2019-02-27,0.0448
216325,NBW,2018-07-30,0.0448
216326,NBW,2018-08-30,0.0448
216329,NEN,2018-09-13,0.3
216333,NHS,2018-09-14,0.0658
216334,NHS,2018-08-14,0.0658
216335,NML,2018-08-14,0.055
216336,NML,2018-09-14,0.055
216337,NRO,2018-09-14,0.045
216338,NRO,2018-08-14,0.045
216344,PRK,2018-08-16,0.96
216363,RIF,2018-09-19,0.33
216364,SEB,2018-08-17,1.5
216370,SEB,2019-03-01,2.25
216374,SGA,2018-08-30,0.3
216375,SGB,2018-09-10,0.12
216400,SNMP,2018-08-20,0.4508
216401,SVT,2018-06-28,0.16
216410,UFAB,2018-08-30,0.15
216411,UFAB,2019-02-27,0.05
216412,UTG,2018-08-20,0.17
216413,UTG,2018-09-19,0.17
216415,VCF,2018-09-13,0.05
216416,VCF,2018-08-16,0.055
216420,VFL,2018-09-13,0.05
216422,VFL,2018-08-16,0.05
216430,VKI,2018-09-13,0.0493
216442,VKI,2018-08-13,0.0517
216451,VMM,2018-08-16,0.0375
216453,VMM,2018-09-13,0.0375
216456,ACV,2018-07-11,0.167
216457,ACV,2018-09-13,0.167
216458,ACV,2018-08-10,0.167
216468,ADM,2018-08-15,0.335
216476,ADS,2018-08-13,0.57
216477,ADT,2018-09-17,0.035
216478,ADX,2018-08-16,0.05
216479,AEB,2019-02-28,0.244
216480,AEB,2018-08-30,0.261
216481,AED,2019-02-28,0.406
216482,AED,2018-08-30,0.406
216485,AEE,2018-09-11,0.4575
216493,AEG,2018-08-24,0.162
216495,AEH,2019-02-28,0.398
216496,AEH,2018-08-30,0.398
216498,AEM,2019-02-28,0.125
216499,AEM,2018-08-30,0.11
216507,AEP,2018-08-09,0.62
216518,AFGE,2018-09-13,0.391
216519,AFGH,2018-07-31,0.375
216520,AFL,2018-08-21,0.26
216529,AFSS,2018-08-30,0.453
216530,AFST,2018-08-30,0.469
216531,AFT,2018-08-17,0.096
216532,AFT,2018-09-14,0.098
216538,AGCO,2018-08-14,0.15
216542,AGD,2018-09-21,0.065
216543,AGD,2018-08-17,0.065
216544,AGM,2018-09-13,0.58
216545,AGN,2018-08-16,0.72
216546,AGO,2018-08-14,0.16
216547,AGR,2018-09-06,0.44
216548,AGX,2018-07-23,0.25
216549,AHC,2018-08-16,0.08
216550,AHH,2018-09-25,0.2
216551,AIC,2019-02-27,0.422
216552,AIC,2018-08-30,0.422
216553,AIF,2018-08-17,0.104
216554,AIF,2018-09-14,0.107
216558,AIG,2018-09-14,0.32
216565,AIN,2018-09-07,0.17
216580,AIT,2018-08-14,0.3
216587,AIV,2018-08-16,0.38
216592,AIZ,2019-02-22,0.6
216593,AIZ,2018-08-24,0.56
216598,AJG,2019-02-28,0.43
216600,AJG,2018-09-06,0.41
216612,AJX,2018-08-14,0.3
216613,AKP,2018-09-06,0.0421
216626,AL,2018-09-13,0.1
216635,ALB,2018-09-13,0.335
216643,ALE,2018-08-14,0.56
216652,ALK,2018-08-20,0.32
216653,ALL,2019-02-27,0.5
216662,ALSN,2019-03-01,0.15
216670,ALV,2018-08-21,0.62
216672,ALX,2018-08-03,4.5
216673,AM,2018-08-01,0.415
216674,AMC,2018-09-07,0.2
216676,AME,2018-09-13,0.14
216684,AMG,2018-08-08,0.3
216685,AMGP,2018-08-01,0.125
216686,AMH,2018-09-13,0.05
216687,AMID,2018-08-03,0.4125
216688,ANDX,2018-08-02,1.03
216689,ANF,2018-09-06,0.2
216697,ANTM,2018-09-07,0.75
216705,AOS,2018-07-30,0.18
216722,APA,2018-07-20,0.25
216726,APAM,2018-08-16,0.6
216731,APC,2018-09-11,0.25
216736,APC,2018-06-12,0.25
216748,APH,2018-09-14,0.23
216749,APLE,2018-08-31,0.1
216750,APLE,2018-08-01,0.1
216751,APLE,2019-03-04,0.1
216752,APO,2018-08-16,0.43
216753,APTS,2018-09-13,0.255
216781,ARCH,2018-08-30,0.4
216782,ARCH,2019-03-04,0.45
216783,ARD,2019-02-26,0.14
216793,ARI,2018-06-28,0.46
216799,ARMK,2018-08-15,0.105
216808,ARNC,2018-08-02,0.06
216809,AROC,2018-08-06,0.132
216810,ARR,2018-09-14,0.19
216811,ARR,2018-08-14,0.19
216814,ASB,2019-02-28,0.17
216816,ASB,2018-08-31,0.15
216830,ASH,2019-02-28,0.25
216833,ASH,2018-08-30,0.25
216840,ASX,2018-08-10,0.164
216849,ATO,2019-02-22,0.525
216865,AVA,2018-08-30,0.3725
216870,AVAL,2018-08-30,0.029
216871,AVAL,2019-02-27,0.027
216872,AVAL,2018-07-30,0.029
216885,AVH,2018-08-23,0.0681
216886,AVH,2018-09-20,0.0638
216887,AVK,2018-09-13,0.1172
216888,AVK,2018-08-14,0.1172
216902,AVT,2018-09-07,0.2
216906,AVX,2018-07-31,0.115
216915,AVY,2019-03-05,0.52
216919,AVY,2018-09-04,0.52
216925,AWF,2018-08-02,0.0699
216931,AWF,2018-07-05,0.0699
216952,AWF,2018-09-06,0.0699
216953,AWI,2019-03-04,0.175
216954,AWK,2018-08-09,0.455
216955,AWP,2018-08-17,0.05
216956,AWP,2018-09-21,0.05
216958,AWR,2018-08-14,0.275
216973,AYR,2019-02-27,0.3
216974,AYR,2018-08-30,0.28
216975,AZN,2018-08-09,0.45
216978,AZN,2019-02-28,0.95
216989,B,2018-08-27,0.16
216992,B,2019-02-22,0.16
217005,BAC,2018-09-06,0.15
217009,BAC,2019-02-28,0.15
217011,BAF,2018-09-13,0.0585
217012,BAF,2018-08-14,0.0585
217013,BAH,2018-08-13,0.19
217014,BAM,2018-08-30,0.15
217018,BAM,2019-02-27,0.16
217024,BANC,2018-09-13,0.13
217033,BAX,2019-02-28,0.19
217035,BAX,2018-08-30,0.19
217037,BBK,2018-09-13,0.0635
217038,BBK,2018-08-14,0.0635
217039,BBL,2018-09-06,1.26
217040,BBN,2018-09-13,0.1188
217041,BBN,2018-08-14,0.1188
217050,BBT,2018-08-09,0.405
217051,BBU,2018-08-30,0.0625
217052,BBU,2019-02-27,0.0625
217061,BBX,2018-06-28,0.01
217062,BBY,2018-09-17,0.45
217063,BC,2019-02-25,0.21
217069,BC,2018-08-20,0.19
217073,BCC,2018-08-30,1.07
217074,BCC,2019-02-28,0.09
217077,BCE,2018-09-13,0.581
217084,BCO,2018-07-26,0.15
217093,BCRH,2018-09-27,0.3
217095,BCS,2019-02-28,0.209
217097,BCS,2018-08-09,0.131
217100,BCX,2018-08-14,0.0516
217101,BCX,2018-09-13,0.0516
217110,BDC,2018-09-17,0.05
217111,BDJ,2018-09-13,0.0467
217112,BDJ,2018-08-14,0.0467
217130,BEN,2018-09-27,0.23
217138,BEP,2018-08-30,0.49
217139,BEP,2019-02-27,0.515
217140,BFK,2018-07-13,0.0585
217141,BFK,2018-08-14,0.0585
217142,BFK,2018-09-13,0.0585
217143,BFK,2018-06-14,0.0585
217144,BFO,2018-09-13,0.026
217145,BFO,2018-06-14,0.026
217146,BFO,2018-08-14,0.026
217147,BFO,2018-07-13,0.026
217159,BFZ,2018-08-14,0.047
217160,BFZ,2018-09-13,0.047
217161,BG,2018-08-21,0.5
217162,BGB,2018-08-23,0.105
217163,BGB,2018-09-20,0.105
217172,BGG,2018-09-17,0.14
217181,BGH,2018-08-22,0.1482
217182,BGH,2018-09-19,0.1482
217183,BGH,2018-07-20,0.1482
217184,BGIO,2018-08-14,0.05
217185,BGIO,2018-09-13,0.05
217186,BGR,2018-09-13,0.0776
217187,BGR,2018-08-14,0.0776
217188,BGS,2018-09-27,0.475
217189,BGT,2018-09-13,0.0618
217190,BGT,2018-08-14,0.0618
217191,BGX,2018-09-20,0.103
217192,BGX,2018-07-23,0.103
217193,BGX,2018-08-23,0.103
217194,BGY,2018-09-13,0.038
217195,BGY,2018-08-14,0.038
217196,BHE,2018-09-27,0.15
217209,BIF,2018-08-22,0.034
217210,BIF,2018-09-20,0.034
217211,BIF,2018-07-23,0.034
217212,BIG,2018-09-13,0.3
217213,BIP,2018-08-30,0.47
217214,BIP,2019-02-27,0.5025
217215,BIT,2018-08-14,0.1167
217216,BIT,2018-09-13,0.1167
217233,BKH,2018-08-17,0.475
217234,BKK,2018-08-14,0.0318
217235,BKK,2018-09-13,0.0318
217240,BKN,2018-09-13,0.057
217259,BKN,2018-08-14,0.057
217262,BKT,2018-08-14,0.0344
217263,BKT,2018-07-13,0.0265
217264,BKT,2018-09-13,0.0344
217265,BKT,2018-06-14,0.0265
217266,BKU,2018-07-13,0.21
217267,BLK,2019-03-05,3.3
217268,BLK,2018-09-06,3.13
217276,BLL,2019-02-28,0.1
217281,BMI,2019-02-27,0.15
217287,BMI,2018-08-30,0.15
217293,BMO,2018-07-31,0.7385
217303,BMS,2018-08-15,0.31
217315,BNY,2018-09-13,0.0445
217316,BNY,2018-08-14,0.0445
217317,BOE,2018-09-13,0.063
217318,BOE,2018-08-14,0.063
217320,BOH,2018-08-30,0.6
217324,BOH,2019-02-27,0.62
217336,BP,2018-08-09,0.615
217338,BPK,2018-06-14,0.005
217339,BPK,2018-07-13,0.005
217341,BPL,2018-08-10,1.2625
217349,BPMP,2018-07-31,0.2725
217356,BQH,2018-08-14,0.046
217357,BQH,2018-09-13,0.046
217358,BR,2018-09-17,0.485
217375,BRSS,2018-08-10,0.09
217376,BRT,2018-09-24,0.2
217380,BSD,2018-09-13,0.057
217383,BSD,2018-08-14,0.057
217384,BSE,2018-08-14,0.0405
217385,BSE,2018-09-13,0.0405
217386,BSL,2018-08-23,0.097
217387,BSL,2018-09-20,0.097
217388,BSM,2018-08-15,0.3375
217389,BST,2018-09-13,0.15
217390,BST,2018-08-14,0.15
217394,BT,2018-08-09,0.711
217395,BTA,2018-09-13,0.0545
217396,BTA,2018-08-14,0.0545
217402,BTO,2018-09-13,0.3701
217403,BTT,2018-08-14,0.0624
217404,BTT,2018-09-13,0.0624
217405,BTZ,2018-08-14,0.067
217406,BTZ,2018-09-13,0.067
217407,BUI,2018-08-14,0.121
217408,BUI,2018-09-13,0.121
217416,BWA,2019-02-28,0.17
217423,BWG,2018-09-20,0.0765
217424,BWG,2018-08-23,0.0765
217425,BWXT,2018-08-17,0.16
217426,BX,2018-07-27,0.58
217427,BXMX,2018-09-13,0.245
217436,BXS,2018-09-13,0.17
217445,BYD,2018-09-27,0.06
217446,BYM,2018-08-14,0.052
217447,BYM,2018-09-13,0.052
217450,C,2018-08-03,0.45
217457,CABO,2018-08-20,2.0
217458,CADE,2019-02-28,0.175
217459,CADE,2018-08-31,0.15
217463,CAE,2018-09-13,0.077
217493,CAPL,2018-08-03,0.525
217506,CATO,2018-09-14,0.33
217513,CB,2018-09-20,0.73
217540,CBH,2018-09-13,0.046
217541,CBH,2018-08-10,0.046
217558,CBS,2018-09-07,0.18
217564,CBT,2018-08-30,0.33
217575,CBU,2018-09-13,0.38
217579,CC,2019-02-26,0.25
217580,CC,2018-08-16,0.25
217586,CCE,2018-08-21,0.3
217614,CCR,2018-08-07,0.5125
217627,CDR,2018-08-09,0.05
217630,CE,2018-07-26,0.54
217633,CELP,2018-08-06,0.21
217634,CEM,2018-08-23,0.355
217635,CEN,2018-07-17,0.1042
217636,CEN,2018-06-12,0.1042
217637,CEN,2018-08-14,0.1042
217638,CEN,2018-09-18,0.1042
217639,CEO,2018-09-05,3.822
217640,CEQP,2018-08-06,0.6
217641,CF,2018-08-14,0.3
217645,CFR,2018-08-30,0.67
217649,CFR,2019-02-27,0.67
217652,CHD,2018-08-14,0.2175
217665,CHE,2019-03-01,0.3
217669,CHE,2018-08-10,0.3
217673,CHKR,2018-08-17,0.0626
217674,CHL,2018-09-06,1.1631
217675,CHS,2018-06-15,0.085
217676,CHS,2018-09-14,0.085
217677,CHSP,2018-09-27,0.4
217678,CHSP,2018-06-28,0.4
217679,CHT,2018-07-20,1.59
217691,CIB,2018-09-26,0.334
217695,CIF,2018-08-14,0.0205
217704,CIF,2018-09-18,0.0206
217727,CII,2018-08-14,0.0828
217728,CII,2018-09-13,0.0828
217729,CIM,2018-09-27,0.5
217738,CLDT,2018-08-30,0.11
217739,CLDT,2019-02-27,0.11
217740,CLDT,2018-07-30,0.11
217765,CLPR,2018-08-17,0.095
217774,CLX,2018-07-31,0.96
217781,CM,2018-09-27,1.045
217796,CMA,2018-09-13,0.6
217816,CMO,2018-09-27,0.11
217823,CMP,2019-02-28,0.72
217827,CMS,2018-08-02,0.3575
217844,CMU,2018-08-14,0.0215
217853,CMU,2018-09-18,0.0215
217863,CNI,2018-09-06,0.345
217868,CNK,2018-08-31,0.32
217869,CNO,2018-09-07,0.1
217878,CNP,2018-08-15,0.2775
217879,CNQ,2018-09-13,0.258
217880,CNS,2019-03-01,0.36
217881,CNS,2018-08-15,0.33
217884,CNXM,2018-08-06,0.3361
217885,CO,2018-07-27,0.08
217894,COG,2018-08-08,0.06
217903,COLD,2018-09-27,0.1875
217904,COLD,2018-06-28,0.1875
217916,COR,2018-09-27,1.03
217917,COTY,2018-08-30,0.125
217918,COTY,2019-02-27,0.125
217919,CP,2018-09-27,0.499
217920,CPA,2019-02-27,0.65
217921,CPA,2018-08-30,0.87
217930,CPF,2018-08-30,0.21
217934,CPF,2019-02-27,0.21
217939,CPG,2018-07-30,0.023
217940,CPG,2018-08-30,0.023
217941,CPK,2018-09-13,0.37
217955,CPT,2018-09-27,0.77
217967,CR,2019-02-27,0.39
217970,CR,2018-08-30,0.35
217971,CRH,2018-09-06,0.2283
217979,CRI,2018-08-24,0.45
218009,CRT,2019-02-27,0.0455
218021,CRT,2018-09-27,0.1247
218027,CSL,2018-08-17,0.4
218034,CSS,2018-08-30,0.2
218035,CSS,2019-02-28,0.2
218036,CSV,2018-08-13,0.075
218037,CTAA,2018-07-30,0.438
218040,CTB,2018-08-31,0.105
218042,CTB,2019-02-28,0.105
218048,CTBB,2019-02-27,0.406
218049,CTBB,2018-08-30,0.406
218058,CTL,2018-08-30,0.54
218059,CTR,2018-08-23,0.29
218066,CTS,2018-09-27,0.04
218067,CTS,2018-06-21,0.04
218070,CTV,2018-09-27,0.43
218071,CTY,2019-02-27,0.383
218072,CTY,2018-08-30,0.383
218073,CTZ,2018-09-13,0.414
218077,CUB,2019-02-28,0.135
218079,CUB,2018-08-29,0.135
218080,AFIN,2019-03-07,0.0917
218081,AFIN,2018-09-10,0.0917
218082,AFIN,2018-08-09,0.0392
218083,AIZP,2018-08-30,1.625
218084,AIZP,2019-02-28,1.625
218085,AIZP,2018-05-31,1.6792
218086,ARGD,2019-02-28,0.406
218087,ARGO,2019-02-28,0.31
218088,BBDC,2018-08-06,1.784
218089,BBDC,2018-09-19,0.03
218093,BFC,2018-09-20,0.16
218098,BFC,2018-03-27,0.16
218099,BFC,2018-06-28,0.16
218124,BFST,2018-08-14,0.08
218125,BFST,2018-05-14,0.08
218126,BGRN,2019-03-01,0.0647
218127,BHFAL,2019-02-28,0.3906
218132,BKTI,2018-03-29,0.02
218135,BKTI,2018-06-29,0.02
218140,BND,2019-03-01,0.1837
218143,BND,2018-03-01,0.1653
218162,BND,2018-04-02,0.2002
218193,BND,2018-09-04,0.1876
218215,BND,2018-06-01,0.1846
218221,BND,2018-07-02,0.181
218240,BND,2018-02-01,0.1766
218249,BND,2018-08-01,0.1869
218267,BND,2018-05-01,0.1784
218276,BNDW,2019-03-01,0.116
218277,BPR,2019-02-27,0.33
218278,BVNSC,2018-03-27,0.014
218279,BVNSC,2018-06-27,0.035
218283,CEPU,2018-05-07,0.3408
218284,CLNC,2018-07-30,0.145
218285,CLNC,2018-08-30,0.145
218286,CLNC,2018-05-30,0.145
218287,CLNC,2018-03-28,0.145
218288,CLNC,2019-02-27,0.145
218289,CLNC,2018-04-27,0.145
218290,CLNC,2018-06-28,0.145
218291,CLNC,2018-03-07,0.145
218292,CLNC,2018-09-27,0.145
218300,CLNY,2018-03-28,0.11
218303,CLNY,2018-09-27,0.11
218305,CLNY,2018-06-28,0.11
218310,CMSA,2018-08-30,0.352
218311,CMSA,2019-02-27,0.352
218321,CPLG,2018-08-29,0.067
218322,CSSEP,2018-08-30,0.2031
218323,CSSEP,2018-07-30,0.2031
218324,CSSEP,2019-02-27,0.2031
218325,CSSEP,2018-09-27,0.2031
218329,CWEN,2018-08-31,0.32
218331,CWEN,2018-02-28,0.298
218337,CWEN,2018-05-31,0.309
218341,CWEN,2019-02-28,0.2
218347,DDIV,2018-09-14,0.1383
218349,DOOO,2018-06-28,0.0677
218350,DOOO,2018-09-27,0.069
218353,DOOO,2018-03-28,0.0699
218354,EAF,2018-05-30,0.0645
218355,EAF,2018-08-30,0.085
218356,EAF,2019-02-27,0.085
218357,ECCX,2018-09-13,0.418
218358,ECCX,2018-06-14,0.307
218359,EQH,2019-03-04,0.13
218360,ESGRP,2018-08-14,0.3208
218381,EVRG,2019-03-01,0.475
218382,EVRG,2018-08-28,0.46
218383,FCBP,2018-02-08,0.2
218384,FCBP,2018-08-24,0.2
218385,FCBP,2018-05-17,0.2
218391,FNCB,2018-08-31,0.04
218393,FNCB,2018-02-28,0.04
218412,FNCB,2018-05-31,0.04
218421,FNCB,2019-02-28,0.05
218443,FSK,2018-06-19,0.19
218448,FSK,2018-03-20,0.19
218450,FSK,2018-09-18,0.19
218460,GLIBP,2018-06-29,0.3125
218461,GLIBP,2018-04-12,0.13
218465,HCFT,2018-04-13,0.02
218470,HCFT,2018-01-12,0.0333
218479,HCFT,2018-06-14,0.02
218484,HCFT,2018-02-14,0.0333
218495,HCFT,2018-05-14,0.02
218508,HCFT,2018-09-27,0.06
218510,HCFT,2018-03-14,0.0333
218526,HCXZ,2018-07-12,0.343
218532,HWC,2018-03-02,0.24
218542,HWC,2018-06-04,0.24
218549,HWC,2018-09-04,0.27
218570,HWC,2019-03-04,0.27
218598,HWCPL,2019-02-28,0.3719
218599,HWCPL,2018-05-31,0.372
218600,HWCPL,2018-08-30,0.372
218609,IGIB,2018-04-02,0.2394
218622,IGIB,2019-03-01,0.1703
218624,IGIB,2018-03-01,0.2402
218641,IGIB,2018-09-04,0.1614
218671,IGIB,2018-07-02,0.2686
218693,IGIB,2018-06-01,0.2641
218707,IGIB,2018-05-01,0.241
218727,IGIB,2018-02-01,0.233
218737,IGIB,2018-08-01,0.2915
218747,IGSB,2018-04-02,0.161
218761,IGSB,2018-03-01,0.1628
218769,IGSB,2019-03-01,0.1387
218785,IGSB,2018-09-04,0.1173
